"q2","q3","q4","q6","q7","q7_7_text","q19","q12","q12_5_text","q13","q14","q14_12_text","q57","q15","q20","q16","q11","q11_9_text","q17","q40_1","q41","q42","q43","q121","q46_1","q47","q48","q49","q122","q51_1","q52","q53","q54","q123","q23_1","q24","q25","q26","q124","q34_1","q35","q36","q37","q125","q28_1","q29","q30","q31","q126","age","male","educ","married","white","race","preference","sexuality","straight","trans","religion","religiosity","ideo5","partyid","viewer_party","democrat_respondent","partisan_id","poli_interest","employment","employed","income","treatment","same_party","attractiveness_score"
1980,"Male","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"Yes","Roman Catholic",NA,"Extremely important","Conservative","Republican","Some of the time","Working part time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,"Very probably","Very probably","Definitely","Very probably",NA,NA,NA,NA,NA,38,1,5,1,1,11,1,3,1,1,11,5,2,3,2,0,2,3,9,0,8,1,NA,72
1980,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Eastern or Greek Orthodox",NA,"Slightly important","Liberal","Democrat","Most of the time","Working full time now",NA,"$90,000 - $99,999",92,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,5,0,1,11,2,3,1,0,4,2,4,1,0,1,0,4,8,1,10,0,NA,92
1992,"Female","4-year college degree","Married","White",NA,"Men","Bisexual",NA,"No","Nothing in particular",NA,"Not at all important","Very liberal","Democrat","Some of the time","Taking care of home or family",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"Possibly","Probably not","Probably not","Very probably",26,0,5,1,1,11,1,1,0,0,9,1,5,1,0,1,0,3,5,0,8,2,1,50
1989,"Female","4-year college degree","Never married","Black or African-American,Asian or Asian-American",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Independent","Some of the time","Working part time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,"Probably","Possibly","Probably not","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,5,0,0,3,1,3,1,0,1,1,4,2,1,0,1,3,9,0,2,0,NA,78
1991,"Female","4-year college degree","Divorced","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Liberal","Democrat","Some of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,"Probably","Possibly","Possibly","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,5,0,1,11,1,3,1,0,10,2,4,1,0,1,0,3,8,1,5,0,NA,73
1978,"Female","Some college, but no degree (yet)","Separated","White",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Moderate","Independent","Only now and then","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,"Probably","Probably","Probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,3,0,1,11,1,3,1,0,2,1,3,2,1,0,1,2,8,1,6,0,NA,82
1990,"Female","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"Yes","Muslim",NA,"Extremely important","Very conservative","Democrat","Most of the time","Working full time now",NA,"$20,000 - $29,999",98,"Very probably","Definitely","Definitely","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0,5,1,1,11,2,3,1,1,8,5,1,1,0,1,0,4,8,1,3,0,NA,98
1987,"Male","4-year college degree","Domestic/civil partnership","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Moderately important","Moderate","Independent","Some of the time","Working full time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,5,0,1,11,2,3,1,0,1,3,3,2,1,0,1,3,8,1,11,2,0,89
1992,"Male","Some college, but no degree (yet)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Moderate","Independent","Some of the time","Working full time now",NA,"Less than $10,000",NA,NA,NA,NA,NA,100,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,3,0,1,11,2,3,1,0,10,5,3,2,1,0,1,3,8,1,1,1,1,100
1974,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Moderate","Republican","Most of the time","Working full time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"Probably not","Probably not","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,0,6,0,1,11,2,3,1,0,11,3,3,3,2,0,2,4,8,1,11,2,NA,61
1983,"Female","4-year college degree","Never married","White",NA,"Women","Lesbian/gay woman",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Most of the time","Working part time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,"Very probably","Very probably","Possibly","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,5,0,1,11,2,4,0,0,2,1,4,1,0,1,0,4,9,0,3,2,1,87
1983,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Independent","Some of the time","Working part time now",NA,"Less than $10,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"Probably","Very probably","Possibly","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,6,0,1,11,2,3,1,0,2,1,4,2,1,0,1,3,9,0,1,2,0,81
1984,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Some of the time","Working part time now",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,"Definitely","Very probably","Very probably","Possibly",34,0,6,1,1,11,1,3,1,0,1,1,4,1,0,1,0,3,9,0,9,2,1,84
1979,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working part time now",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,"Probably","Possibly","Probably not","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,0,6,1,1,11,1,3,1,0,1,1,5,1,0,1,0,4,9,0,12,0,NA,51
1992,"Female","4-year college degree","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Moderate","Independent","Some of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,"Possibly","Possibly","Possibly","Probably",NA,NA,NA,NA,NA,26,0,5,0,1,11,1,3,1,0,9,1,3,2,1,0,1,3,8,1,6,1,1,51
1985,"Male","2-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Most of the time","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely","Definitely","Possibly","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,4,0,1,11,2,3,1,0,2,1,4,1,0,1,0,4,8,1,7,2,1,100
1977,"Male","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Very important","Conservative","Republican","Most of the time","Working full time now",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,"Definitely not","Definitely not","Definitely not","Probably not",NA,NA,NA,NA,NA,41,1,5,1,1,11,1,3,1,0,9,4,2,3,2,0,2,4,8,1,12,1,NA,49
1977,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Something else","Unitarian Universalist","Very important","Very liberal","Democrat","Most of the time","Working part time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely","Definitely","Very probably","Definitely",41,0,5,1,1,11,1,3,1,0,12,4,5,1,0,1,0,4,9,0,11,2,1,100
1981,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Extremely important","Very conservative","Republican","Some of the time","Working full time now",NA,"$120,000 - $149,999",88,"Definitely","Definitely","Very probably","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,5,1,1,11,2,3,1,0,11,5,1,3,2,0,2,3,8,1,12,0,NA,88
1966,"Female","Some college, but no degree (yet)","Divorced","White,Black or African-American,Hispanic or Latino,Asian or Asian-American",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Very liberal","Democrat","Only now and then","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Possibly","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,0,3,0,0,16,1,3,1,0,10,4,5,1,0,1,0,2,8,1,6,0,NA,70
1987,"Female","2-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Slightly important","Moderate","Independent","Some of the time","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,"Very probably","Very probably","Probably","Very probably",NA,NA,NA,NA,NA,31,0,4,1,1,11,1,3,1,0,9,2,3,2,1,0,1,3,8,1,7,1,1,82
1988,"Female","2-year college degree","Never married","Hispanic or Latino",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Only now and then","Unemployed",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely","Definitely","Very probably","Probably",30,0,4,0,0,6,1,3,1,0,2,1,5,1,0,1,0,2,7,0,3,2,1,100
1987,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Very important","Very liberal","Republican","Some of the time","Working full time now",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,79,"Definitely","Definitely","Definitely","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,5,1,1,11,2,3,1,0,11,4,5,3,2,0,2,3,8,1,12,1,NA,79
1978,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Conservative","Independent","Some of the time","Working full time now",NA,"$30,000 - $39,999",50,"Definitely not","Definitely not","Definitely not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,6,1,1,11,2,3,1,0,9,1,2,2,1,0,1,3,8,1,4,0,NA,50
1984,"Female","High school graduate","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Very liberal","Democrat","Most of the time","Taking care of home or family",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Possibly","Possibly","Possibly","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,0,2,1,1,11,1,3,1,0,10,2,5,1,0,1,0,4,5,0,5,0,NA,60
1989,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Moderately important","Liberal","Democrat","Most of the time","Working part time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,"Possibly","Possibly","Possibly","Probably not",NA,NA,NA,NA,NA,29,0,3,1,1,11,1,3,1,0,10,3,4,1,0,1,0,4,9,0,7,1,0,91
1985,"Female","4-year college degree","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Slightly important","Conservative","Republican","Some of the time","Working full time now",NA,"$150,000 - $199,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Probably","Probably","Possibly","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0,5,0,1,11,1,3,1,0,11,2,2,3,2,0,2,3,8,1,13,0,NA,70
1970,"Female","High school graduate","Divorced","White",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Moderate","Independent","Some of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Possibly","Possibly","Possibly","Probably",48,0,2,0,1,11,1,3,1,0,9,1,3,2,1,0,1,3,8,1,5,2,0,60
1970,"Female","2-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Conservative","Republican","Most of the time","Working full time now",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,"Probably","Probably","Probably","Probably",48,0,4,1,1,11,1,3,1,0,10,5,2,3,2,0,2,4,8,1,12,2,NA,77
1989,"Male","High school graduate","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Liberal","Democrat","Only now and then","Working full time now",NA,"$40,000 - $49,999",80,"Very probably","Definitely","Definitely","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,2,0,1,11,2,3,1,0,9,1,4,1,0,1,0,2,8,1,5,0,NA,80
1993,"Male","Some college, but no degree (yet)","Never married","Black or African-American",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Moderate","Independent","Only now and then","Working part time now",NA,"$50,000 - $59,999",70,"Very probably","Very probably","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,3,0,0,2,2,3,1,0,10,4,3,2,1,0,1,2,9,0,6,0,NA,70
1983,"Male","Some college, but no degree (yet)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working part time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"Probably","Probably not","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,3,0,1,11,2,3,1,0,2,1,5,1,0,1,0,4,9,0,2,2,1,75
1982,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Extremely important","Liberal","Democrat","Most of the time","Working full time now",NA,"$250,000 - $349,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,"Definitely","Definitely","Definitely","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,5,1,1,11,2,3,1,0,1,5,4,1,0,1,0,4,8,1,15,2,1,83
1987,"Female","2-year college degree","Married","Hispanic or Latino",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Not at all important","Conservative","Republican","Most of the time","Working full time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,"Possibly","Possibly","Possibly","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0,4,1,0,6,1,3,1,0,11,1,2,3,2,0,2,4,8,1,11,0,NA,56
1967,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Some of the time","Unemployed",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,81,"Probably not","Probably not","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1,5,0,1,11,2,3,1,0,2,1,4,1,0,1,0,3,7,0,2,1,0,81
1985,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Most of the time","Working full time now",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Probably","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,6,1,1,11,2,3,1,0,1,1,4,1,0,1,0,4,8,1,12,2,1,70
1987,"Male","2-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Moderate","Democrat","Only now and then","Working full time now",NA,"Prefer not to say",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,"Very probably","Very probably","Probably","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,4,0,1,11,2,3,1,0,2,1,3,1,0,1,0,2,8,1,NA,2,1,98
1961,"Female","4-year college degree","Separated","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Conservative","Republican","Most of the time","Working full time now",NA,"$90,000 - $99,999",61,"Probably not","Probably not","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,0,5,0,1,11,2,3,1,0,1,1,2,3,2,0,2,4,8,1,10,0,NA,61
1990,"Female","High school graduate","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Slightly important","Moderate","Republican","Most of the time","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"Very probably","Very probably","Very probably","Very probably",NA,NA,NA,NA,NA,28,0,2,0,1,11,1,3,1,0,1,2,3,3,2,0,2,4,8,1,7,1,NA,75
1979,"Male","2-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Some of the time","Working part time now",NA,"Less than $10,000",NA,NA,NA,NA,NA,85,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,1,4,0,1,11,2,3,1,0,2,1,5,1,0,1,0,3,9,0,1,1,0,85
1966,"Female","Some college, but no degree (yet)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Moderately important","Liberal","Democrat","Some of the time","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,"Very probably","Very probably","Very probably","Possibly",52,0,3,0,1,11,1,3,1,0,10,3,4,1,0,1,0,3,8,1,3,2,1,89
1996,"Female","Some college, but no degree (yet)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Some of the time","Student",NA,"Less than $10,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,"Definitely not","Definitely not","Definitely not","Possibly",NA,NA,NA,NA,NA,22,0,3,0,1,11,1,3,1,0,2,1,4,1,0,1,0,3,4,0,1,1,0,28
1996,"Female","4-year college degree","Married","Asian or Asian-American",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Moderate","Republican","Only now and then","Working part time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"Probably","Probably","Possibly","Possibly",NA,NA,NA,NA,NA,22,0,5,1,0,1,1,3,1,0,11,3,3,3,2,0,2,2,9,0,2,1,NA,50
1990,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Only now and then","Working full time now",NA,"$30,000 - $39,999",78,"Definitely","Very probably","Possibly","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,5,0,1,11,2,3,1,0,2,1,4,1,0,1,0,2,8,1,4,0,NA,78
1990,"Male","Some college, but no degree (yet)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Conservative","Independent","Most of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,87,"Very probably","Very probably","Probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,3,0,1,11,2,3,1,0,1,1,2,2,1,0,1,4,8,1,5,1,1,87
1981,"Male","Did not graduate from high school","Never married","White",NA,"Women","Bisexual",NA,"No","Protestant",NA,"Moderately important","Moderate","Republican","Some of the time","Unemployed",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,1,0,1,11,2,1,0,0,10,3,3,3,2,0,2,3,7,0,3,2,NA,91
1963,"Female","4-year college degree","Divorced","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Liberal","Democrat","Most of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Probably","Probably","Possibly","Probably",NA,NA,NA,NA,NA,55,0,5,0,1,11,1,3,1,0,10,2,4,1,0,1,0,4,8,1,8,1,0,90
1992,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Very important","Moderate","Democrat","Most of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Very probably","Very probably","Probably","Definitely",26,0,5,1,1,11,1,3,1,0,11,4,3,1,0,1,0,4,8,1,8,2,1,100
1981,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Independent","Some of the time","Other","MTurk","$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,"Very probably","Very probably","Very probably","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0,3,1,1,11,1,3,1,0,1,1,3,2,1,0,1,3,1,0,4,0,NA,95
1960,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,0,5,1,1,11,1,3,1,0,10,2,5,1,0,1,0,4,8,1,8,0,NA,92
1954,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Conservative","Independent","Most of the time","Working full time now",NA,"Prefer not to say",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1,6,1,1,11,2,3,1,0,2,1,2,2,1,0,1,4,8,1,NA,2,0,0
1946,"Male","Some college, but no degree (yet)","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Moderate","Republican","Most of the time","Retired",NA,"$60,000 - $69,999",92,"Very probably","Very probably","Very probably","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,1,3,1,1,11,2,3,1,0,9,1,3,3,2,0,2,4,3,0,7,0,NA,92
1975,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Conservative","Republican","Some of the time","Working full time now",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,91,"Very probably","Definitely","Very probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,1,5,1,1,11,2,3,1,0,11,3,2,3,2,0,2,3,8,1,9,1,NA,91
